ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
84622,104-CI-T30,FPQ-6495,SO-37720,DN-2122,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/4/10,N/A - From RDC,31-Mar-11,15-Mar-11,15-Mar-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2240,14716.8,6.57,0.22,Mylan (formerly Matrix) Nashik,Yes,6542.0,18611.93,31.73
84624,113-ZW-T30,FPQ-6470,SO-38830,DN-2128,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,31-Mar-11,18-Mar-11,18-Mar-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,9073,22773.23,2.51,0.04,Hetero Unit III Hyderabad IN,Yes,2102.0,7765.17,49.1
84625,113-ZW-T30,FPQ-6470,SO-38830,DN-2128,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,31-Mar-11,18-Mar-11,18-Mar-11,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,1883,6025.6,3.2,0.05,"Cipla, Goa, India",No,3424.441305712492,11103.234819296547,12.99
84628,106-HT-T30,FPQ-6484,SO-38240,DN-2136,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/13/10,N/A - From RDC,14-Mar-11,20-Apr-11,20-Apr-11,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1320,47731.2,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,276.0,2080.2,102.91
84630,104-CI-T30,FPQ-6144,SO-38480,DN-2138,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,8/3/10,N/A - From RDC,15-Mar-11,29-Mar-11,29-Mar-11,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,3008,46624.0,15.5,0.26,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,100.52
84632,110-ZM-T30,FPQ-6677,SO-38050,DN-2143,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,11/8/10,N/A - From RDC,15-Apr-11,5-Apr-11,5-Apr-11,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4875,77463.75,15.89,0.26,"Cipla, Patalganga, India",Yes,2556.0,4471.07,127.82
84634,109-TZ-T30,FPQ-7347,SO-39010,DN-2151,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,3/7/11,N/A - From RDC,7-Apr-11,31-Mar-11,31-Mar-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4738,19994.36,4.22,0.14,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,32.99
84638,104-CI-T30,FPQ-6144,SO-38980,DN-2159,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,8/3/10,N/A - From RDC,31-Mar-11,7-Jun-11,7-Jun-11,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,20,194.2,9.71,0.11,"Aurobindo Unit III, India",Yes,5.0,3380.36,0.42
84639,104-CI-T30,FPQ-6891,SO-38570,DN-2161,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12/21/10,N/A - From RDC,30-Jun-11,7-Jun-11,7-Jun-11,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2383,36936.5,15.5,0.26,"Aurobindo Unit III, India",Yes,882.0,4516.67,60.95
84642,104-CI-T30,FPQ-6144,SO-38990,DN-2187,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,8/3/10,N/A - From RDC,23-Mar-11,7-Jun-11,7-Jun-11,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,20,194.2,9.71,0.11,"Aurobindo Unit III, India",Yes,3.0,1355.31,0.42
84643,114-UG-T30,FPQ-6901,SO-39320,DN-2190,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,12/22/10,N/A - From RDC,20-Apr-11,3-May-11,3-May-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,6600,131472.0,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,720.0,4647.66,216.93
84644,114-UG-T30,FPQ-7395,SO-39140,DN-2201,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,3/11/11,N/A - From RDC,6-Jun-11,1-Jun-11,1-Jun-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,2559,22570.38,8.82,0.29,Mylan (formerly Matrix) Nashik,Yes,338.0,3397.95,37.24
84645,200-ZW-T30,FPQ-6483,SO-37880,DN-2203,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,31-May-11,13-Jun-11,13-Jun-11,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,4250,9520.0,2.24,0.07,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,20.53
84648,113-ZW-T30,FPQ-6470,SO-39510,DN-2205,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/13/10,N/A - From RDC,31-May-11,15-Jun-11,15-Jun-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,10114,87283.82,8.63,0.29,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,188.18
84649,151-NG-T30,FPQ-6800,SO-38250,DN-2175,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/7/10,N/A - From RDC,21-Jun-11,11-May-11,11-May-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,41142,103266.42,2.51,0.04,"Strides, Bangalore, India.",Yes,2822.0,12601.12,170.39
84651,100-BJ-T30,FPQ-7658,SO-39790,DN-2237,Benin,PMO - US,From RDC,N/A - From RDC,Air,5/15/11,N/A - From RDC,13-Jun-11,9-Jun-11,9-Jun-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,4545,39223.35,8.63,0.29,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,64.72
84652,100-BJ-T30,FPQ-7658,SO-39790,DN-2237,Benin,PMO - US,From RDC,N/A - From RDC,Air,5/15/11,N/A - From RDC,13-Jun-11,9-Jun-11,9-Jun-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,575,2426.5,4.22,0.14,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,4.0
84653,100-BJ-T30,FPQ-7658,SO-39790,DN-2237,Benin,PMO - US,From RDC,N/A - From RDC,Air,5/15/11,N/A - From RDC,13-Jun-11,9-Jun-11,9-Jun-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,2590,29059.8,11.22,0.19,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,47.95
84656,114-UG-T30,FPQ-7652,SO-39490,DN-2256,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,4/29/11,N/A - From RDC,1-Aug-11,28-Jun-11,28-Jun-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2011,13212.27,6.57,0.22,Mylan (formerly Matrix) Nashik,Yes,126.0,1661.0,21.8
84658,100-GH-T30,FPQ-7799,SO-39980,DN-2262,Ghana,PMO - US,From RDC,N/A - From RDC,Air,6/6/11,N/A - From RDC,4-Jul-11,9-Jun-11,9-Jun-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1086,6972.12,6.42,0.21,"Aurobindo Unit III, India",Yes,90.0,226.25,11.5
84662,109-TZ-T30,FPQ-8002,SO-40190,DN-2306,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,7/4/11,N/A - From RDC,5-Aug-11,16-Aug-11,16-Aug-11,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4389,148084.86,33.74,0.28,ABBVIE Ludwigshafen Germany,Yes,880.0,3175.7,244.34
84663,111-MZ-T30,FPQ-7053,SO-38634,DN-2303,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,1/24/11,N/A - From RDC,30-Sep-11,15-Sep-11,15-Sep-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1890,4876.2,2.58,0.04,"Aurobindo Unit VII, IN",Yes,183.0,112.87,8.05
84673,105-GY-T30,FPQ-8024,SO-40450,DN-2361,Guyana,PMO - US,From RDC,N/A - From RDC,Air,8/19/11,N/A - From RDC,15-Dec-11,28-Sep-11,28-Sep-11,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,21,27.72,1.32,0.02,"Aurobindo Unit III, India",Yes,294.0,4338.44,0.05
84678,113-ZW-T30,FPQ-7052,SO-38513,DN-2410,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,1/19/11,N/A - From RDC,14-Nov-11,21-Nov-11,21-Nov-11,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,76,224.2,2.95,0.05,"Cipla, Goa, India",Yes,248.0,481.71,0.37
84679,151-NG-T30,FPQ-8364,SO-40726,DN-2403,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/29/11,N/A - From RDC,16-Mar-12,13-Oct-11,13-Oct-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,18354,151053.42,8.23,0.27,Mylan (formerly Matrix) Nashik,Yes,1794.0,21326.7,249.24
84681,104-CI-T30,FPQ-7659,SO-40090,DN-2419,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,5/3/11,N/A - From RDC,20-Dec-11,19-Nov-11,19-Nov-11,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,5184,77760.0,15.0,0.25,"Aurobindo Unit III, India",Yes,1103.0,3296.34,128.3
84682,104-CI-T30,FPQ-8295,SO-40750,DN-2420,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/25/11,N/A - From RDC,9-Dec-11,19-Nov-11,19-Nov-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3040,19516.8,6.42,0.21,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,32.2
84684,110-ZM-T30,FPQ-7767,SO-40272,DN-2434,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,7/26/11,N/A - From RDC,28-Feb-12,28-Nov-11,28-Nov-11,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6376,44759.52,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,639.0,889.94,73.85
84685,114-UG-T30,FPQ-8520,SO-40911,DN-2435,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/11,N/A - From RDC,9-Jan-12,1-Dec-11,1-Dec-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1529,12629.54,8.26,0.14,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,20.84
84686,151-NG-T30,FPQ-7812,SO-40728,DN-2451,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,6/6/11,N/A - From RDC,20-Dec-11,18-Dec-11,18-Dec-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,15802,66684.44,4.22,0.14,"Strides, Bangalore, India.",Yes,1086.0,15322.73,110.03
84691,101-CD-T30,FPQ-8840,SO-41132,DN-2494,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,27,111.24,4.12,0.14,"Strides, Bangalore, India.",No,3424.441305712492,11103.234819296547,0.16
84692,101-CD-T30,FPQ-8840,SO-41132,DN-2494,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,226,2486.0,11.0,0.18,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,3.49
84693,101-CD-T30,FPQ-8840,SO-41132,DN-2494,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,20,674.8,33.74,0.28,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.95
84694,101-CD-T30,FPQ-8840,SO-41133,DN-2495,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,23,336.49,14.63,0.24,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,0.47
84695,101-CD-T30,FPQ-8840,SO-41134,DN-2496,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,19,78.28,4.12,0.14,"Strides, Bangalore, India.",No,3424.441305712492,11103.234819296547,0.11
84696,101-CD-T30,FPQ-8840,SO-41134,DN-2496,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,17,573.58,33.74,0.28,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.8
84697,101-CD-T30,FPQ-8840,SO-41134,DN-2496,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,40,103.2,2.58,0.04,"Strides, Bangalore, India.",No,3424.441305712492,11103.234819296547,0.14
84698,101-CD-T30,FPQ-8840,SO-41135,DN-2497,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,9,131.67,14.63,0.24,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,0.18
84699,101-CD-T30,FPQ-8840,SO-41136,DN-2498,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,45,371.7,8.26,0.14,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.52
84700,101-CD-T30,FPQ-8840,SO-41136,DN-2498,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,9,303.66,33.74,0.28,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.43
84701,101-CD-T30,FPQ-8840,SO-41137,DN-2499,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,680,7480.0,11.0,0.18,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,10.49
84702,101-CD-T30,FPQ-8840,SO-41147,DN-2511,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,16-Mar-12,14-Mar-12,14-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,45,273.6,6.08,0.2,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,0.38
84704,106-HT-T30,FPQ-9056,SO-41320,DN-2521,Haiti,PMO - US,From RDC,N/A - From RDC,Air,12/20/11,N/A - From RDC,30-Mar-12,13-Feb-12,13-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,180,968.4,5.38,0.09,"Strides, Bangalore, India.",Yes,37.0,1221.01,1.36
84705,101-CD-T30,FPQ-8840,SO-41384,DN-2525,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,22-Mar-12,22-Mar-12,22-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,43,100.19,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,2.0,91.42,0.14
84706,101-CD-T30,FPQ-8840,SO-41385,DN-2526,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,22-Mar-12,22-Mar-12,22-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,23,53.59,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,1.0,522.42,0.08
84707,101-CD-T30,FPQ-8840,SO-41386,DN-2527,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11/21/11,N/A - From RDC,22-Mar-12,22-Mar-12,22-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,24,55.92,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,2.0,522.42,0.08
84709,114-UG-T30,FPQ-8522,SO-40920,DN-2549,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/11,N/A - From RDC,30-Mar-12,17-Feb-12,17-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,2596,6048.68,2.33,0.04,"Aurobindo Unit III, India",Yes,125.0,1831.41,9.98
84710,104-CI-T30,FPQ-8363,SO-40820,DN-2551,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/11,N/A - From RDC,2-Mar-12,24-Feb-12,24-Feb-12,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,10760,94150.0,8.75,0.29,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,155.35
84712,102-BI-T30,FPQ-9229,SO-41530,DN-2594,Burundi,PMO - US,From RDC,N/A - From RDC,Air,1/25/12,N/A - From RDC,26-Apr-12,4-May-12,4-May-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,27000,111240.0,4.12,0.14,"Strides, Bangalore, India.",No,3424.441305712492,11103.234819296547,155.96
84715,114-UG-T30,FPQ-8522,SO-40932,DN-2602,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,10/5/11,N/A - From RDC,16-Apr-12,27-Mar-12,27-Mar-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,24657,101586.84,4.12,0.14,"Strides, Bangalore, India.",Yes,1511.0,7403.01,167.62
84717,113-ZW-T30,FPQ-8464,SO-40860,DN-2621,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,N/A - From RDC,17-Apr-12,7-May-12,7-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3345,27629.7,8.26,0.14,"Cipla, Goa, India",No,3424.441305712492,11103.234819296547,45.59
84718,104-CI-T30,FPQ-8787,SO-41150,DN-2623,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/11,N/A - From RDC,16-Apr-12,11-Apr-12,11-Apr-12,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, delayed-release capsules, 30 Caps",Didanosine,Generic,200mg,Delayed-release capsules,30,3765,41415.0,11.0,0.37,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,58.06
84719,107-RW-T30,FPQ-9190,SO-41430,DN-2625,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,1/27/12,N/A - From RDC,29-Jun-12,17-Apr-12,17-Apr-12,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,487,4207.68,8.64,0.1,"Aurobindo Unit III, India",Yes,66.0,585.42,5.9
84721,102-LY-T30,FPQ-9665,SO-41890,DN-2640,Libya,PMO - US,From RDC,N/A - From RDC,Air,4/4/12,N/A - From RDC,6-Jun-12,8-May-12,8-May-12,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,150,825.0,5.5,0.18,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,1.16
84723,107-RW-T30,FPQ-9637,SO-41820,DN-2653,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,3/28/12,N/A - From RDC,29-Jun-12,15-May-12,15-May-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,24126,94332.66,3.91,0.13,"Strides, Bangalore, India.",Yes,1444.0,15842.34,132.25
84725,113-ZW-T30,FPQ-8464,SO-40882,DN-2682,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/11,N/A - From RDC,14-Aug-12,10-May-12,10-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,4050,19035.0,4.7,0.08,"Strides, Bangalore, India.",Yes,3424.441305712492,11103.234819296547,31.41
84727,114-UG-T30,FPQ-9875,SO-42050,DN-2675,Uganda,PMO - US,From RDC,N/A - From RDC,Air,5/9/12,N/A - From RDC,4-Jul-12,12-Jun-12,12-Jun-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,12974,31656.56,2.44,0.04,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,44.38
84728,111-MZ-T30,FPQ-8157,SO-40384,DN-2680,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,8/4/11,N/A - From RDC,16-May-12,10-May-12,10-May-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,4050,19035.0,4.7,0.08,"Strides, Bangalore, India.",Yes,3424.441305712492,11103.234819296547,31.41
84730,105-GY-T30,FPQ-9819,SO-42030,DN-2700,Guyana,PMO - US,From RDC,N/A - From RDC,Air,5/4/12,N/A - From RDC,10-Jul-12,18-Jun-12,18-Jun-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,852,5802.12,6.81,0.11,"Aurobindo Unit III, India",Yes,46.0,1255.62,8.13
